"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.704232208922413
1_94,3.6188741541670817
1_243,3.3760937439530947
1_277,3.62244331498639
1_335,3.6669513807063248
1_442,3.544382269787009
1_567,3.732511806576414
1_618,3.59127134779164
1_750,3.5099227826702686
1_837,3.6333655066717605
1_839,3.3688131077170467
1_963,3.7345650170699605
1_977,3.0040533702314525
1_1146,3.711588428985576
1_1224,3.3491654158151705
1_1232,3.598778107956064
1_1281,3.7678603002610003
1_1284,3.394188257184632
1_1288,3.745126138010427
1_1382,3.409604862370023
1_1399,3.7296003587321565
1_1449,3.9109855141381358
1_1452,3.590150326055956
1_1486,3.5660139216248687
1_1498,3.582601807602559
2_14,3.1593686689923617
2_56,3.476765505021202
2_285,3.352636785610143
2_441,3.386939956224095
2_1048,3.845070133635648
2_1119,3.8568445843312746
2_1192,3.3269563550823547
2_1310,3.9355351038208126
2_1409,2.809040704676581
3_512,3.289320321370711
3_552,3.108289184370606
3_578,3.22700768236667
3_1050,3.108289184370606
3_1489,2.967449808317844
4_242,3.6606707383783132
4_247,3.859098600454208
4_265,3.7768125062382767
4_386,3.266382660807401
4_409,3.769132117354912
4_571,2.9588705180641646
4_580,3.0355433225582535
4_626,3.7196994334377487
4_707,3.1537199900715813
4_971,3.6873496949663727
4_1086,3.099268763787729
4_1177,2.965237883149169
4_1192,3.442555089090247
4_1229,3.4155186879959425
4_1307,3.1992910734226134
4_1325,3.65844774611692
4_1331,3.525463075961337
4_1382,3.6911032769137244
4_1398,3.823625604180639
4_1409,3.1399915122667266
4_1510,3.9213680850961516
5_130,3.647201604379376
5_390,3.1875712305125594
5_408,3.1703985649161424
5_485,3.6966039264517194
5_595,3.7072176766407443
5_858,3.3982290396413917
5_878,3.205060928716514
5_1166,3.2692120055753215
5_1252,3.290061009103855
5_1373,3.723392658113032
5_1481,2.997203617473405
6_81,3.040834378066135
6_403,2.967449808317844
6_532,3.0536824265914047
6_878,3.1876803808617975
6_886,3.0045671317721423
6_1489,2.967449808317844
7_56,3.507801110647364
7_319,3.378851636430197
7_322,3.4941578311685113
7_341,3.333862000183134
7_345,3.1368777171113145
7_502,3.810630083557946
7_512,3.3168098833227297
7_591,3.224205531019355
7_812,3.440181941163144
7_1043,3.455262133684561
7_1061,2.866524669385444
7_1152,3.5003313699927263
7_1165,3.181913942866601
7_1217,3.6019357269207495
7_1280,3.145857091910454
7_1325,3.5092249487749414
7_1522,2.9526790937996523
8_80,2.967449808317844
8_224,3.016622976044519
8_512,3.2598501703064806
8_707,3.162184596098319
8_886,3.0445808557309633
8_1048,3.816099614142724
8_1471,2.967449808317844
8_1521,2.965237883149169
9_39,3.24999063790857
9_54,3.3636785942108802
9_66,3.272092364251558
9_81,3.3636785942108802
9_83,3.24999063790857
9_134,4.351872280019366
9_225,3.7341144524146137
9_232,3.771442071795609
9_235,3.4730810603958986
